forecast_run_initialized_utc,forecast_available_utc,forecast_valid_utc,forecast_horizon_h,model_lead_h,target_region,target_name,target_lat,target_lon,forecast_model,forecast_source,forecast_source_timezone,availability_delay_assumption_h,temperature_2m_forecast,relative_humidity_2m_forecast,precipitation_forecast,surface_pressure_forecast,wind_speed_10m_forecast,wind_direction_10m_forecast,boundary_layer_height_forecast,dew_point_2m_forecast,vapour_pressure_deficit_forecast,cloud_cover_forecast,cloud_cover_low_forecast,shortwave_radiation_forecast,wind_gusts_10m_forecast,wind_speed_100m_forecast,wind_direction_100m_forecast
2024-03-16 12:00:00+00:00,2024-03-16 18:00:00+00:00,2024-03-17 06:00:00+00:00,12,18,jakarta_pusat,Bunderan HI / US Embassy,-6.182536,106.828236,ecmwf_ifs,open_meteo_single_runs,UTC,6,28.1,81,3.5,1006.9,15.6,292,795.0,24.4,0.73,62,4,317.0,43.2,23.4,291
2024-03-16 12:00:00+00:00,2024-03-16 18:00:00+00:00,2024-03-17 18:00:00+00:00,24,30,jakarta_pusat,Bunderan HI / US Embassy,-6.182536,106.828236,ecmwf_ifs,open_meteo_single_runs,UTC,6,25.5,85,0.0,1008.0,16.1,264,600.0,22.8,0.5,20,4,0.0,34.6,28.3,258
2024-03-16 12:00:00+00:00,2024-03-16 18:00:00+00:00,2024-03-18 18:00:00+00:00,48,54,jakarta_pusat,Bunderan HI / US Embassy,-6.182536,106.828236,ecmwf_ifs,open_meteo_single_runs,UTC,6,25.7,86,0.0,1008.2,11.4,255,410.0,23.1,0.48,2,0,0.0,23.8,21.9,254
2024-03-16 12:00:00+00:00,2024-03-16 18:00:00+00:00,2024-03-16 19:00:00+00:00,1,7,jakarta_selatan,Jagakarsa,-6.3255,106.8144,ecmwf_ifs,open_meteo_single_runs,UTC,6,24.4,91,0.0,1003.6,12.9,262,450.0,22.9,0.26,100,9,0.0,28.8,24.1,261
2024-03-16 12:00:00+00:00,2024-03-16 18:00:00+00:00,2024-03-17 00:00:00+00:00,6,12,jakarta_selatan,Jagakarsa,-6.3255,106.8144,ecmwf_ifs,open_meteo_single_runs,UTC,6,24.5,89,0.0,1004.7,11.3,271,475.0,22.6,0.33,100,15,49.0,24.8,22.9,269
2024-03-16 12:00:00+00:00,2024-03-16 18:00:00+00:00,2024-03-17 06:00:00+00:00,12,18,jakarta_selatan,Jagakarsa,-6.3255,106.8144,ecmwf_ifs,open_meteo_single_runs,UTC,6,28.3,76,4.2,1002.2,22.0,270,755.0,23.6,0.93,91,42,680.0,50.4,31.9,268
2024-03-16 12:00:00+00:00,2024-03-16 18:00:00+00:00,2024-03-17 18:00:00+00:00,24,30,jakarta_selatan,Jagakarsa,-6.3255,106.8144,ecmwf_ifs,open_meteo_single_runs,UTC,6,24.0,91,0.0,1003.2,9.2,266,195.0,22.4,0.27,59,5,0.0,17.3,19.5,267
2024-03-16 12:00:00+00:00,2024-03-16 18:00:00+00:00,2024-03-18 18:00:00+00:00,48,54,jakarta_selatan,Jagakarsa,-6.3255,106.8144,ecmwf_ifs,open_meteo_single_runs,UTC,6,24.2,91,0.0,1003.4,7.2,245,95.0,22.6,0.29,1,1,0.0,14.8,15.9,242
2024-03-16 12:00:00+00:00,2024-03-16 18:00:00+00:00,2024-03-16 19:00:00+00:00,1,7,jakarta_timur,Jatinegara,-6.212,106.883,ecmwf_ifs,open_meteo_single_runs,UTC,6,24.8,91,0.0,1008.6,9.4,268,415.0,23.3,0.27,100,11,0.0,23.8,19.2,264
2024-03-16 12:00:00+00:00,2024-03-16 18:00:00+00:00,2024-03-17 00:00:00+00:00,6,12,jakarta_timur,Jatinegara,-6.212,106.883,ecmwf_ifs,open_meteo_single_runs,UTC,6,24.7,91,0.0,1009.6,8.7,276,425.0,23.2,0.27,100,20,55.0,20.2,15.7,268
2024-03-16 12:00:00+00:00,2024-03-16 18:00:00+00:00,2024-03-17 06:00:00+00:00,12,18,jakarta_timur,Jatinegara,-6.212,106.883,ecmwf_ifs,open_meteo_single_runs,UTC,6,28.3,79,1.3,1007.0,11.8,277,805.0,24.4,0.79,95,56,318.0,37.4,19.1,282
2024-03-16 12:00:00+00:00,2024-03-16 18:00:00+00:00,2024-03-17 18:00:00+00:00,24,30,jakarta_timur,Jatinegara,-6.212,106.883,ecmwf_ifs,open_meteo_single_runs,UTC,6,25.6,84,0.0,1008.0,11.9,260,545.0,22.6,0.54,33,4,0.0,26.3,24.4,261
2024-03-16 12:00:00+00:00,2024-03-16 18:00:00+00:00,2024-03-18 18:00:00+00:00,48,54,jakarta_timur,Jatinegara,-6.212,106.883,ecmwf_ifs,open_meteo_single_runs,UTC,6,25.6,86,0.0,1008.3,7.4,257,290.0,23.1,0.46,1,0,0.0,14.8,17.4,256
2024-03-16 12:00:00+00:00,2024-03-16 18:00:00+00:00,2024-03-16 19:00:00+00:00,1,7,jakarta_utara,Kelapa Gading,-6.1553,106.8923,ecmwf_ifs,open_meteo_single_runs,UTC,6,24.9,91,0.0,1007.3,12.0,256,425.0,23.4,0.27,100,19,0.0,25.9,21.3,259
2024-03-16 12:00:00+00:00,2024-03-16 18:00:00+00:00,2024-03-17 00:00:00+00:00,6,12,jakarta_utara,Kelapa Gading,-6.1553,106.8923,ecmwf_ifs,open_meteo_single_runs,UTC,6,24.7,91,0.0,1008.4,9.6,257,445.0,23.1,0.29,100,8,56.0,22.3,15.7,257
2024-03-16 12:00:00+00:00,2024-03-16 18:00:00+00:00,2024-03-17 06:00:00+00:00,12,18,jakarta_utara,Kelapa Gading,-6.1553,106.8923,ecmwf_ifs,open_meteo_single_runs,UTC,6,27.8,85,6.6,1005.8,15.3,302,785.0,25.0,0.58,68,9,405.0,44.3,22.3,302
2024-03-16 12:00:00+00:00,2024-03-16 18:00:00+00:00,2024-03-17 18:00:00+00:00,24,30,jakarta_utara,Kelapa Gading,-6.1553,106.8923,ecmwf_ifs,open_meteo_single_runs,UTC,6,25.7,84,0.0,1006.8,15.7,265,620.0,22.8,0.53,20,4,0.0,33.5,27.3,261
2024-03-16 12:00:00+00:00,2024-03-16 18:00:00+00:00,2024-03-18 18:00:00+00:00,48,54,jakarta_utara,Kelapa Gading,-6.1553,106.8923,ecmwf_ifs,open_meteo_single_runs,UTC,6,25.8,86,0.0,1007.1,10.8,255,390.0,23.2,0.48,3,0,0.0,22.0,20.5,255
